Sequence:1 | Start:4 | End:143 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.6e-30 | Cond.E-value:4.2e-34 | Bit score:104.8
Sequence:756 | Start:36 | End:175 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.6e-24 | Cond.E-value:2.1e-28 | Bit score:85.9
Sequence:757 | Start:38 | End:178 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3e-20 | Cond.E-value:3.5e-24 | Bit score:72.8
Sequence:758 | Start:4 | End:135 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:8e-42 | Cond.E-value:1.3e-45 | Bit score:142.5
Sequence:759 | Start:19 | End:106 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:6.1e-11 | Cond.E-value:2.4e-15 | Bit score:42.6
Sequence:760 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:8.3e-43 | Cond.E-value:6.5e-47 | Bit score:145.7
Sequence:761 | Start:27 | End:158 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.4e-42 | Cond.E-value:1.1e-46 | Bit score:145.0
Sequence:762 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7e-39 | Cond.E-value:2.8e-43 | Bit score:133.0
Sequence:763 | Start:7 | End:97 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.3e-21 | Cond.E-value:5.3e-26 | Bit score:77.1
Sequence:764 | Start:27 | End:158 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.4e-42 | Cond.E-value:5.3e-47 | Bit score:145.0
Sequence:765 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7e-39 | Cond.E-value:2.8e-43 | Bit score:133.0
Sequence:766 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.9e-42 | Cond.E-value:6.2e-46 | Bit score:142.5
Sequence:767 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:8.3e-43 | Cond.E-value:6.5e-47 | Bit score:145.7
Sequence:768 | Start:2 | End:59 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.5e-11 | Cond.E-value:9.7e-16 | Bit score:43.9
Sequence:768 | Start:60 | End:107 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.9e-12 | Cond.E-value:7.4e-17 | Bit score:47.5
Sequence:769 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7e-39 | Cond.E-value:2.8e-43 | Bit score:133.0
Sequence:770 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.2e-42 | Cond.E-value:9.5e-47 | Bit score:145.1
Sequence:771 | Start:44 | End:175 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.9e-42 | Cond.E-value:7.5e-47 | Bit score:144.5
Sequence:772 | Start:5 | End:149 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.8e-28 | Cond.E-value:7e-33 | Bit score:99.3
Sequence:773 | Start:4 | End:149 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.5e-28 | Cond.E-value:1.2e-32 | Bit score:99.6
Sequence:774 | Start:4 | End:147 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2e-30 | Cond.E-value:7.9e-35 | Bit score:105.6
Sequence:775 | Start:11 | End:142 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.6e-41 | Cond.E-value:2.9e-45 | Bit score:140.4
Sequence:776 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.7e-41 | Cond.E-value:6.7e-45 | Bit score:139.7
Sequence:777 | Start:7 | End:139 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.1e-39 | Cond.E-value:1.2e-43 | Bit score:134.1
Sequence:778 | Start:2 | End:131 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.3e-42 | Cond.E-value:1.7e-46 | Bit score:143.4
Sequence:779 | Start:2 | End:128 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.7e-42 | Cond.E-value:2.9e-46 | Bit score:143.6
Sequence:780 | Start:7 | End:135 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.7e-42 | Cond.E-value:1.3e-46 | Bit score:144.7
Sequence:781 | Start:12 | End:142 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.6e-38 | Cond.E-value:6.1e-43 | Bit score:131.9
Sequence:782 | Start:9 | End:137 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.4e-42 | Cond.E-value:1.7e-46 | Bit score:144.9
Sequence:783 | Start:24 | End:156 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.8e-41 | Cond.E-value:3e-45 | Bit score:140.3
Sequence:784 | Start:2 | End:131 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.2e-41 | Cond.E-value:9.4e-46 | Bit score:141.9
Sequence:785 | Start:7 | End:135 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.6e-41 | Cond.E-value:5.6e-45 | Bit score:140.4
Sequence:786 | Start:12 | End:140 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.8e-36 | Cond.E-value:7e-41 | Bit score:125.2
Sequence:787 | Start:11 | End:143 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.2e-42 | Cond.E-value:1.9e-46 | Bit score:145.1
Sequence:788 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:8e-26 | Cond.E-value:6.3e-30 | Bit score:90.8
Sequence:789 | Start:5 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:8.5e-28 | Cond.E-value:6.6e-32 | Bit score:97.2
Sequence:790 | Start:5 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:8.5e-28 | Cond.E-value:6.6e-32 | Bit score:97.2
Sequence:791 | Start:5 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.4e-28 | Cond.E-value:1.7e-32 | Bit score:98.1
Sequence:792 | Start:4 | End:140 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.1e-31 | Cond.E-value:3.6e-35 | Bit score:108.3
Sequence:793 | Start:5 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:6.3e-27 | Cond.E-value:2.5e-31 | Bit score:94.3
Sequence:794 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:9e-31 | Cond.E-value:3.5e-35 | Bit score:106.8
Sequence:795 | Start:5 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:6.3e-27 | Cond.E-value:2.5e-31 | Bit score:94.3
Sequence:796 | Start:5 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:6.3e-27 | Cond.E-value:2.5e-31 | Bit score:94.3
Sequence:797 | Start:4 | End:149 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.2e-25 | Cond.E-value:1.4e-29 | Bit score:90.2
Sequence:798 | Start:5 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.2e-26 | Cond.E-value:4.6e-31 | Bit score:93.5
Sequence:799 | Start:5 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.2e-26 | Cond.E-value:4.6e-31 | Bit score:93.5
Sequence:800 | Start:7 | End:137 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.6e-41 | Cond.E-value:4.4e-45 | Bit score:139.8
Sequence:801 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5e-39 | Cond.E-value:1.9e-43 | Bit score:133.5
